Epoch [1/5000]: Training loss: 1056.060 | Validation loss: 288.397 || Training accuracy: 0.6 % | Validation accuracy: 2.2 %
Epoch [21/5000]: Training loss: 880.056 | Validation loss: 253.817 || Training accuracy: 2.9 % | Validation accuracy: 3.8 %
Epoch [22/5000]: Training loss: 877.675 | Validation loss: 253.992 || Training accuracy: 2.9 % | Validation accuracy: 4.0 %
Epoch [23/5000]: Training loss: 875.757 | Validation loss: 254.061 || Training accuracy: 2.8 % | Validation accuracy: 3.8 %
Epoch [24/5000]: Training loss: 874.338 | Validation loss: 253.369 || Training accuracy: 2.5 % | Validation accuracy: 3.8 %
Epoch [25/5000]: Training loss: 872.415 | Validation loss: 253.544 || Training accuracy: 2.7 % | Validation accuracy: 3.8 %
Epoch [26/5000]: Training loss: 870.473 | Validation loss: 253.203 || Training accuracy: 2.7 % | Validation accuracy: 4.0 %
Epoch [27/5000]: Training loss: 868.933 | Validation loss: 253.356 || Training accuracy: 2.8 % | Validation accuracy: 3.6 %
Epoch [28/5000]: Training loss: 867.715 | Validation loss: 253.331 || Training accuracy: 2.4 % | Validation accuracy: 3.8 %
Epoch [29/5000]: Training loss: 866.281 | Validation loss: 253.565 || Training accuracy: 2.7 % | Validation accuracy: 3.5 %
Epoch [30/5000]: Training loss: 865.268 | Validation loss: 252.717 || Training accuracy: 2.7 % | Validation accuracy: 3.6 %
Epoch [31/5000]: Training loss: 863.754 | Validation loss: 252.632 || Training accuracy: 2.7 % | Validation accuracy: 3.6 %
Epoch [32/5000]: Training loss: 861.849 | Validation loss: 253.110 || Training accuracy: 2.6 % | Validation accuracy: 3.8 %
Epoch [33/5000]: Training loss: 861.440 | Validation loss: 253.285 || Training accuracy: 2.7 % | Validation accuracy: 3.8 %
Epoch [34/5000]: Training loss: 859.347 | Validation loss: 253.383 || Training accuracy: 3.1 % | Validation accuracy: 3.6 %
Epoch [35/5000]: Training loss: 858.840 | Validation loss: 252.990 || Training accuracy: 2.8 % | Validation accuracy: 3.6 %
Epoch [36/5000]: Training loss: 857.833 | Validation loss: 253.360 || Training accuracy: 3.0 % | Validation accuracy: 3.8 %
Epoch [37/5000]: Training loss: 856.611 | Validation loss: 253.070 || Training accuracy: 3.0 % | Validation accuracy: 3.6 %
Epoch [38/5000]: Training loss: 855.791 | Validation loss: 253.040 || Training accuracy: 2.9 % | Validation accuracy: 3.6 %
Epoch [39/5000]: Training loss: 854.982 | Validation loss: 252.962 || Training accuracy: 3.0 % | Validation accuracy: 3.5 %
Epoch [40/5000]: Training loss: 853.225 | Validation loss: 253.193 || Training accuracy: 2.7 % | Validation accuracy: 3.8 %
Epoch [41/5000]: Training loss: 853.238 | Validation loss: 253.267 || Training accuracy: 2.9 % | Validation accuracy: 4.0 %
Epoch [42/5000]: Training loss: 852.165 | Validation loss: 253.380 || Training accuracy: 3.1 % | Validation accuracy: 3.6 %
Epoch [43/5000]: Training loss: 850.756 | Validation loss: 253.223 || Training accuracy: 2.7 % | Validation accuracy: 3.3 %
Epoch [44/5000]: Training loss: 849.782 | Validation loss: 253.331 || Training accuracy: 3.1 % | Validation accuracy: 3.5 %
Epoch [45/5000]: Training loss: 849.305 | Validation loss: 253.119 || Training accuracy: 2.8 % | Validation accuracy: 3.3 %
Epoch [46/5000]: Training loss: 848.658 | Validation loss: 252.983 || Training accuracy: 3.3 % | Validation accuracy: 3.2 %
Epoch [47/5000]: Training loss: 847.922 | Validation loss: 253.172 || Training accuracy: 2.9 % | Validation accuracy: 3.3 %
Epoch [48/5000]: Training loss: 847.097 | Validation loss: 253.123 || Training accuracy: 3.0 % | Validation accuracy: 3.8 %
Epoch [49/5000]: Training loss: 845.993 | Validation loss: 253.420 || Training accuracy: 2.7 % | Validation accuracy: 4.3 %
Epoch [50/5000]: Training loss: 845.861 | Validation loss: 253.647 || Training accuracy: 2.7 % | Validation accuracy: 3.5 %
Epoch [51/5000]: Training loss: 844.988 | Validation loss: 253.390 || Training accuracy: 2.9 % | Validation accuracy: 4.1 %
Epoch [52/5000]: Training loss: 843.949 | Validation loss: 253.501 || Training accuracy: 3.0 % | Validation accuracy: 2.8 %
Epoch [53/5000]: Training loss: 843.460 | Validation loss: 253.266 || Training accuracy: 3.2 % | Validation accuracy: 3.6 %
Epoch [54/5000]: Training loss: 842.592 | Validation loss: 253.310 || Training accuracy: 2.9 % | Validation accuracy: 4.0 %
Epoch [55/5000]: Training loss: 841.819 | Validation loss: 253.493 || Training accuracy: 2.8 % | Validation accuracy: 3.8 %
Epoch [56/5000]: Training loss: 841.208 | Validation loss: 253.737 || Training accuracy: 3.1 % | Validation accuracy: 4.1 %
Epoch [57/5000]: Training loss: 840.581 | Validation loss: 253.641 || Training accuracy: 3.1 % | Validation accuracy: 3.0 %
Epoch [58/5000]: Training loss: 840.510 | Validation loss: 253.583 || Training accuracy: 3.2 % | Validation accuracy: 4.3 %
Epoch [59/5000]: Training loss: 839.645 | Validation loss: 254.005 || Training accuracy: 2.8 % | Validation accuracy: 3.5 %
Epoch [60/5000]: Training loss: 838.535 | Validation loss: 253.981 || Training accuracy: 3.3 % | Validation accuracy: 3.3 %
Epoch [61/5000]: Training loss: 838.248 | Validation loss: 253.783 || Training accuracy: 2.9 % | Validation accuracy: 3.6 %
Epoch [62/5000]: Training loss: 837.459 | Validation loss: 254.163 || Training accuracy: 3.1 % | Validation accuracy: 3.5 %
Epoch [63/5000]: Training loss: 837.513 | Validation loss: 254.320 || Training accuracy: 3.6 % | Validation accuracy: 4.3 %
Epoch [64/5000]: Training loss: 836.389 | Validation loss: 254.043 || Training accuracy: 3.0 % | Validation accuracy: 4.1 %
Epoch [65/5000]: Training loss: 835.814 | Validation loss: 254.202 || Training accuracy: 2.9 % | Validation accuracy: 4.1 %
Epoch [66/5000]: Training loss: 835.301 | Validation loss: 254.524 || Training accuracy: 3.1 % | Validation accuracy: 3.8 %
Epoch [67/5000]: Training loss: 835.210 | Validation loss: 253.773 || Training accuracy: 3.1 % | Validation accuracy: 4.1 %
Epoch [68/5000]: Training loss: 833.722 | Validation loss: 254.126 || Training accuracy: 3.1 % | Validation accuracy: 3.5 %
Epoch [69/5000]: Training loss: 833.246 | Validation loss: 254.024 || Training accuracy: 3.4 % | Validation accuracy: 4.5 %
Epoch [70/5000]: Training loss: 833.072 | Validation loss: 254.188 || Training accuracy: 3.0 % | Validation accuracy: 3.6 %
Epoch [71/5000]: Training loss: 832.310 | Validation loss: 254.470 || Training accuracy: 3.3 % | Validation accuracy: 3.6 %
Epoch [72/5000]: Training loss: 831.740 | Validation loss: 254.194 || Training accuracy: 3.0 % | Validation accuracy: 3.8 %
Epoch [73/5000]: Training loss: 831.827 | Validation loss: 254.479 || Training accuracy: 3.2 % | Validation accuracy: 4.0 %
Epoch [74/5000]: Training loss: 831.264 | Validation loss: 254.944 || Training accuracy: 3.3 % | Validation accuracy: 4.3 %
Epoch [75/5000]: Training loss: 830.856 | Validation loss: 254.817 || Training accuracy: 3.2 % | Validation accuracy: 3.3 %
Epoch [76/5000]: Training loss: 830.018 | Validation loss: 254.279 || Training accuracy: 3.0 % | Validation accuracy: 4.3 %
Epoch [77/5000]: Training loss: 829.416 | Validation loss: 254.480 || Training accuracy: 3.3 % | Validation accuracy: 4.3 %
Epoch [78/5000]: Training loss: 828.898 | Validation loss: 254.631 || Training accuracy: 3.2 % | Validation accuracy: 4.1 %
Epoch [79/5000]: Training loss: 828.131 | Validation loss: 254.320 || Training accuracy: 3.4 % | Validation accuracy: 4.0 %
Epoch [80/5000]: Training loss: 827.965 | Validation loss: 254.426 || Training accuracy: 3.3 % | Validation accuracy: 4.5 %
Epoch [81/5000]: Training loss: 827.405 | Validation loss: 254.611 || Training accuracy: 3.4 % | Validation accuracy: 2.5 %
Epoch [82/5000]: Training loss: 826.455 | Validation loss: 254.806 || Training accuracy: 3.4 % | Validation accuracy: 4.1 %
Epoch [83/5000]: Training loss: 826.635 | Validation loss: 254.962 || Training accuracy: 3.2 % | Validation accuracy: 3.2 %
Epoch [84/5000]: Training loss: 826.346 | Validation loss: 254.587 || Training accuracy: 3.2 % | Validation accuracy: 4.1 %
Epoch [85/5000]: Training loss: 826.073 | Validation loss: 254.556 || Training accuracy: 3.0 % | Validation accuracy: 4.0 %
Epoch [86/5000]: Training loss: 825.078 | Validation loss: 255.817 || Training accuracy: 3.2 % | Validation accuracy: 3.0 %
Epoch [87/5000]: Training loss: 824.237 | Validation loss: 254.840 || Training accuracy: 3.3 % | Validation accuracy: 4.5 %
Epoch [88/5000]: Training loss: 824.024 | Validation loss: 255.064 || Training accuracy: 3.6 % | Validation accuracy: 4.5 %
Epoch [89/5000]: Training loss: 823.341 | Validation loss: 254.325 || Training accuracy: 3.2 % | Validation accuracy: 3.6 %
Epoch [90/5000]: Training loss: 823.293 | Validation loss: 254.912 || Training accuracy: 3.3 % | Validation accuracy: 4.5 %
Epoch [91/5000]: Training loss: 823.346 | Validation loss: 254.958 || Training accuracy: 3.4 % | Validation accuracy: 3.0 %
Epoch [92/5000]: Training loss: 822.065 | Validation loss: 255.664 || Training accuracy: 3.4 % | Validation accuracy: 3.5 %
Epoch [93/5000]: Training loss: 822.460 | Validation loss: 255.391 || Training accuracy: 3.2 % | Validation accuracy: 3.5 %
Epoch [94/5000]: Training loss: 821.865 | Validation loss: 255.013 || Training accuracy: 3.2 % | Validation accuracy: 4.3 %
Epoch [95/5000]: Training loss: 821.302 | Validation loss: 255.072 || Training accuracy: 3.0 % | Validation accuracy: 3.6 %
Epoch [96/5000]: Training loss: 821.303 | Validation loss: 255.189 || Training accuracy: 3.4 % | Validation accuracy: 4.3 %
Epoch [97/5000]: Training loss: 819.558 | Validation loss: 255.134 || Training accuracy: 3.4 % | Validation accuracy: 4.0 %
Epoch [98/5000]: Training loss: 819.704 | Validation loss: 255.091 || Training accuracy: 3.4 % | Validation accuracy: 4.0 %
Epoch [99/5000]: Training loss: 819.177 | Validation loss: 256.059 || Training accuracy: 3.2 % | Validation accuracy: 4.1 %
Epoch [100/5000]: Training loss: 818.907 | Validation loss: 255.635 || Training accuracy: 3.7 % | Validation accuracy: 4.0 %
Epoch [101/5000]: Training loss: 818.708 | Validation loss: 255.380 || Training accuracy: 3.5 % | Validation accuracy: 2.7 %
Epoch [102/5000]: Training loss: 817.144 | Validation loss: 255.492 || Training accuracy: 3.9 % | Validation accuracy: 4.0 %
Epoch [103/5000]: Training loss: 816.849 | Validation loss: 255.301 || Training accuracy: 3.6 % | Validation accuracy: 4.5 %
Epoch [104/5000]: Training loss: 816.777 | Validation loss: 256.407 || Training accuracy: 3.5 % | Validation accuracy: 4.0 %
Epoch [105/5000]: Training loss: 816.912 | Validation loss: 255.183 || Training accuracy: 3.7 % | Validation accuracy: 4.5 %
Epoch [106/5000]: Training loss: 816.046 | Validation loss: 255.938 || Training accuracy: 3.3 % | Validation accuracy: 4.0 %
Epoch [107/5000]: Training loss: 815.724 | Validation loss: 255.736 || Training accuracy: 3.5 % | Validation accuracy: 4.5 %
Epoch [108/5000]: Training loss: 815.206 | Validation loss: 255.757 || Training accuracy: 3.2 % | Validation accuracy: 5.0 %
Epoch [109/5000]: Training loss: 814.883 | Validation loss: 255.210 || Training accuracy: 3.7 % | Validation accuracy: 2.7 %
Epoch [110/5000]: Training loss: 814.357 | Validation loss: 255.586 || Training accuracy: 3.3 % | Validation accuracy: 4.8 %
Epoch [111/5000]: Training loss: 812.967 | Validation loss: 256.342 || Training accuracy: 3.6 % | Validation accuracy: 4.1 %
Epoch [112/5000]: Training loss: 812.739 | Validation loss: 255.245 || Training accuracy: 3.6 % | Validation accuracy: 4.6 %
Epoch [113/5000]: Training loss: 813.241 | Validation loss: 256.440 || Training accuracy: 3.7 % | Validation accuracy: 4.6 %
Epoch [114/5000]: Training loss: 812.995 | Validation loss: 255.485 || Training accuracy: 3.8 % | Validation accuracy: 3.6 %
Epoch [115/5000]: Training loss: 812.681 | Validation loss: 255.722 || Training accuracy: 3.4 % | Validation accuracy: 4.5 %
Epoch [116/5000]: Training loss: 811.369 | Validation loss: 255.974 || Training accuracy: 3.6 % | Validation accuracy: 4.6 %
Epoch [117/5000]: Training loss: 811.148 | Validation loss: 256.680 || Training accuracy: 3.8 % | Validation accuracy: 3.0 %
Epoch [118/5000]: Training loss: 810.852 | Validation loss: 256.293 || Training accuracy: 3.6 % | Validation accuracy: 5.1 %
Epoch [119/5000]: Training loss: 809.910 | Validation loss: 255.646 || Training accuracy: 3.8 % | Validation accuracy: 3.8 %
Epoch [120/5000]: Training loss: 809.847 | Validation loss: 255.984 || Training accuracy: 3.7 % | Validation accuracy: 3.6 %
Epoch [121/5000]: Training loss: 809.262 | Validation loss: 256.867 || Training accuracy: 3.8 % | Validation accuracy: 4.3 %
Epoch [122/5000]: Training loss: 809.121 | Validation loss: 256.650 || Training accuracy: 3.2 % | Validation accuracy: 4.1 %
Epoch [123/5000]: Training loss: 808.719 | Validation loss: 256.258 || Training accuracy: 3.5 % | Validation accuracy: 3.0 %
Epoch [124/5000]: Training loss: 808.667 | Validation loss: 256.042 || Training accuracy: 3.7 % | Validation accuracy: 4.8 %
Epoch [125/5000]: Training loss: 807.740 | Validation loss: 256.421 || Training accuracy: 3.6 % | Validation accuracy: 5.0 %
Epoch [126/5000]: Training loss: 807.846 | Validation loss: 256.340 || Training accuracy: 3.8 % | Validation accuracy: 4.3 %
Epoch [127/5000]: Training loss: 808.115 | Validation loss: 256.006 || Training accuracy: 3.9 % | Validation accuracy: 3.8 %
Epoch [128/5000]: Training loss: 806.708 | Validation loss: 256.301 || Training accuracy: 3.6 % | Validation accuracy: 4.8 %
Epoch [129/5000]: Training loss: 805.242 | Validation loss: 255.975 || Training accuracy: 3.9 % | Validation accuracy: 3.6 %
Epoch [130/5000]: Training loss: 805.714 | Validation loss: 256.732 || Training accuracy: 3.6 % | Validation accuracy: 4.8 %
Epoch [131/5000]: Training loss: 804.829 | Validation loss: 256.381 || Training accuracy: 3.6 % | Validation accuracy: 4.6 %
Epoch [132/5000]: Training loss: 805.207 | Validation loss: 255.749 || Training accuracy: 4.1 % | Validation accuracy: 4.6 %
Epoch [133/5000]: Training loss: 804.770 | Validation loss: 255.722 || Training accuracy: 3.8 % | Validation accuracy: 4.5 %
Epoch [134/5000]: Training loss: 804.447 | Validation loss: 256.707 || Training accuracy: 3.7 % | Validation accuracy: 4.6 %
Epoch [135/5000]: Training loss: 803.750 | Validation loss: 256.444 || Training accuracy: 3.5 % | Validation accuracy: 4.3 %
Epoch [136/5000]: Training loss: 802.974 | Validation loss: 255.568 || Training accuracy: 3.8 % | Validation accuracy: 4.0 %
Epoch [137/5000]: Training loss: 802.437 | Validation loss: 256.535 || Training accuracy: 4.0 % | Validation accuracy: 3.8 %
Epoch [138/5000]: Training loss: 802.365 | Validation loss: 256.158 || Training accuracy: 3.7 % | Validation accuracy: 4.5 %
Epoch [139/5000]: Training loss: 801.684 | Validation loss: 255.709 || Training accuracy: 4.0 % | Validation accuracy: 5.1 %
Epoch [140/5000]: Training loss: 801.310 | Validation loss: 256.791 || Training accuracy: 3.9 % | Validation accuracy: 5.1 %
Epoch [141/5000]: Training loss: 801.203 | Validation loss: 256.746 || Training accuracy: 3.9 % | Validation accuracy: 4.8 %
Epoch [142/5000]: Training loss: 801.048 | Validation loss: 256.030 || Training accuracy: 4.2 % | Validation accuracy: 3.8 %
Epoch [143/5000]: Training loss: 799.474 | Validation loss: 257.145 || Training accuracy: 4.5 % | Validation accuracy: 5.0 %
Epoch [144/5000]: Training loss: 800.137 | Validation loss: 256.332 || Training accuracy: 3.9 % | Validation accuracy: 4.8 %
Epoch [145/5000]: Training loss: 798.933 | Validation loss: 257.135 || Training accuracy: 3.9 % | Validation accuracy: 4.0 %
Epoch [146/5000]: Training loss: 798.605 | Validation loss: 256.478 || Training accuracy: 3.8 % | Validation accuracy: 3.3 %
Epoch [147/5000]: Training loss: 798.822 | Validation loss: 257.123 || Training accuracy: 3.9 % | Validation accuracy: 3.8 %
Epoch [148/5000]: Training loss: 797.518 | Validation loss: 256.705 || Training accuracy: 4.2 % | Validation accuracy: 5.0 %
Epoch [149/5000]: Training loss: 796.832 | Validation loss: 256.055 || Training accuracy: 4.5 % | Validation accuracy: 4.6 %
Epoch [150/5000]: Training loss: 797.375 | Validation loss: 257.093 || Training accuracy: 4.0 % | Validation accuracy: 4.5 %
Epoch [151/5000]: Training loss: 797.092 | Validation loss: 256.431 || Training accuracy: 4.1 % | Validation accuracy: 5.1 %
Epoch [152/5000]: Training loss: 796.578 | Validation loss: 257.262 || Training accuracy: 4.0 % | Validation accuracy: 4.8 %
Epoch [153/5000]: Training loss: 796.862 | Validation loss: 256.844 || Training accuracy: 4.0 % | Validation accuracy: 3.3 %
Epoch [154/5000]: Training loss: 795.706 | Validation loss: 256.787 || Training accuracy: 4.0 % | Validation accuracy: 4.8 %
Epoch [155/5000]: Training loss: 795.200 | Validation loss: 257.552 || Training accuracy: 4.2 % | Validation accuracy: 4.3 %
Epoch [156/5000]: Training loss: 794.639 | Validation loss: 257.357 || Training accuracy: 4.3 % | Validation accuracy: 4.5 %
Epoch [157/5000]: Training loss: 794.407 | Validation loss: 256.761 || Training accuracy: 4.1 % | Validation accuracy: 4.6 %
Epoch [158/5000]: Training loss: 793.770 | Validation loss: 257.167 || Training accuracy: 4.0 % | Validation accuracy: 3.5 %
Epoch [159/5000]: Training loss: 793.537 | Validation loss: 257.932 || Training accuracy: 4.3 % | Validation accuracy: 5.0 %
Epoch [160/5000]: Training loss: 792.955 | Validation loss: 257.671 || Training accuracy: 3.9 % | Validation accuracy: 4.1 %
Epoch [161/5000]: Training loss: 792.601 | Validation loss: 257.613 || Training accuracy: 4.1 % | Validation accuracy: 3.8 %
Epoch [162/5000]: Training loss: 792.277 | Validation loss: 257.612 || Training accuracy: 4.4 % | Validation accuracy: 5.3 %
Epoch [163/5000]: Training loss: 791.732 | Validation loss: 256.755 || Training accuracy: 4.3 % | Validation accuracy: 3.8 %
Epoch [164/5000]: Training loss: 791.882 | Validation loss: 257.384 || Training accuracy: 4.4 % | Validation accuracy: 4.6 %
Epoch [165/5000]: Training loss: 790.995 | Validation loss: 257.206 || Training accuracy: 4.5 % | Validation accuracy: 3.6 %
Epoch [166/5000]: Training loss: 790.769 | Validation loss: 257.569 || Training accuracy: 4.4 % | Validation accuracy: 4.0 %
Epoch [167/5000]: Training loss: 789.539 | Validation loss: 256.891 || Training accuracy: 4.6 % | Validation accuracy: 4.5 %
Epoch [168/5000]: Training loss: 789.885 | Validation loss: 257.888 || Training accuracy: 4.6 % | Validation accuracy: 5.0 %
Epoch [169/5000]: Training loss: 789.229 | Validation loss: 257.155 || Training accuracy: 4.4 % | Validation accuracy: 4.3 %
Epoch [170/5000]: Training loss: 789.074 | Validation loss: 257.608 || Training accuracy: 4.7 % | Validation accuracy: 4.1 %
Epoch [171/5000]: Training loss: 788.161 | Validation loss: 257.687 || Training accuracy: 4.0 % | Validation accuracy: 4.8 %
Epoch [172/5000]: Training loss: 788.055 | Validation loss: 257.722 || Training accuracy: 4.3 % | Validation accuracy: 3.5 %
Epoch [173/5000]: Training loss: 787.447 | Validation loss: 257.341 || Training accuracy: 4.6 % | Validation accuracy: 3.8 %
Epoch [174/5000]: Training loss: 787.434 | Validation loss: 256.752 || Training accuracy: 4.0 % | Validation accuracy: 4.1 %
Epoch [175/5000]: Training loss: 786.990 | Validation loss: 257.533 || Training accuracy: 4.4 % | Validation accuracy: 4.6 %
Epoch [176/5000]: Training loss: 786.513 | Validation loss: 256.747 || Training accuracy: 4.8 % | Validation accuracy: 4.1 %
Epoch [177/5000]: Training loss: 785.895 | Validation loss: 257.063 || Training accuracy: 4.1 % | Validation accuracy: 4.1 %
Epoch [178/5000]: Training loss: 785.061 | Validation loss: 257.326 || Training accuracy: 4.6 % | Validation accuracy: 4.5 %
Epoch [179/5000]: Training loss: 785.277 | Validation loss: 256.625 || Training accuracy: 4.2 % | Validation accuracy: 5.0 %
Epoch [180/5000]: Training loss: 784.522 | Validation loss: 257.259 || Training accuracy: 4.3 % | Validation accuracy: 4.0 %
Epoch [181/5000]: Training loss: 784.842 | Validation loss: 257.046 || Training accuracy: 4.6 % | Validation accuracy: 4.8 %
Epoch [182/5000]: Training loss: 783.824 | Validation loss: 256.521 || Training accuracy: 4.3 % | Validation accuracy: 4.5 %
Epoch [183/5000]: Training loss: 783.467 | Validation loss: 257.589 || Training accuracy: 4.3 % | Validation accuracy: 5.0 %
Epoch [184/5000]: Training loss: 783.360 | Validation loss: 257.177 || Training accuracy: 4.3 % | Validation accuracy: 4.8 %
Epoch [185/5000]: Training loss: 783.571 | Validation loss: 257.215 || Training accuracy: 4.7 % | Validation accuracy: 4.6 %
Epoch [186/5000]: Training loss: 782.463 | Validation loss: 257.019 || Training accuracy: 4.1 % | Validation accuracy: 4.6 %
Epoch [187/5000]: Training loss: 781.335 | Validation loss: 258.125 || Training accuracy: 4.8 % | Validation accuracy: 4.8 %
Epoch [188/5000]: Training loss: 781.118 | Validation loss: 257.767 || Training accuracy: 4.7 % | Validation accuracy: 4.5 %
Epoch [189/5000]: Training loss: 781.177 | Validation loss: 257.228 || Training accuracy: 4.5 % | Validation accuracy: 5.0 %
Epoch [190/5000]: Training loss: 780.409 | Validation loss: 257.422 || Training accuracy: 4.7 % | Validation accuracy: 5.6 %
Epoch [191/5000]: Training loss: 780.702 | Validation loss: 257.621 || Training accuracy: 4.8 % | Validation accuracy: 4.6 %
Epoch [192/5000]: Training loss: 779.651 | Validation loss: 258.076 || Training accuracy: 4.4 % | Validation accuracy: 5.3 %
Epoch [193/5000]: Training loss: 779.041 | Validation loss: 257.907 || Training accuracy: 4.8 % | Validation accuracy: 5.0 %
Epoch [194/5000]: Training loss: 779.117 | Validation loss: 257.178 || Training accuracy: 4.5 % | Validation accuracy: 5.0 %
Epoch [195/5000]: Training loss: 778.477 | Validation loss: 257.754 || Training accuracy: 4.8 % | Validation accuracy: 4.1 %
Epoch [196/5000]: Training loss: 778.223 | Validation loss: 257.713 || Training accuracy: 4.8 % | Validation accuracy: 5.1 %
Epoch [197/5000]: Training loss: 777.583 | Validation loss: 258.052 || Training accuracy: 4.6 % | Validation accuracy: 5.0 %
Epoch [198/5000]: Training loss: 777.206 | Validation loss: 257.544 || Training accuracy: 4.8 % | Validation accuracy: 5.1 %
Epoch [199/5000]: Training loss: 777.282 | Validation loss: 257.897 || Training accuracy: 4.7 % | Validation accuracy: 4.3 %
Epoch [200/5000]: Training loss: 776.443 | Validation loss: 257.834 || Training accuracy: 4.7 % | Validation accuracy: 4.0 %
Epoch [201/5000]: Training loss: 776.188 | Validation loss: 257.327 || Training accuracy: 4.8 % | Validation accuracy: 4.5 %
Epoch [202/5000]: Training loss: 775.531 | Validation loss: 259.129 || Training accuracy: 5.2 % | Validation accuracy: 5.5 %
Epoch [203/5000]: Training loss: 775.395 | Validation loss: 257.100 || Training accuracy: 4.7 % | Validation accuracy: 4.0 %
Epoch [204/5000]: Training loss: 775.203 | Validation loss: 257.558 || Training accuracy: 4.8 % | Validation accuracy: 4.5 %
Epoch [205/5000]: Training loss: 774.080 | Validation loss: 257.391 || Training accuracy: 4.8 % | Validation accuracy: 4.5 %
Epoch [206/5000]: Training loss: 774.153 | Validation loss: 258.065 || Training accuracy: 5.0 % | Validation accuracy: 4.5 %
Epoch [207/5000]: Training loss: 774.705 | Validation loss: 256.960 || Training accuracy: 4.8 % | Validation accuracy: 5.5 %
Epoch [208/5000]: Training loss: 774.464 | Validation loss: 258.120 || Training accuracy: 4.8 % | Validation accuracy: 4.1 %
Epoch [209/5000]: Training loss: 773.644 | Validation loss: 257.760 || Training accuracy: 5.1 % | Validation accuracy: 3.6 %
Epoch [210/5000]: Training loss: 772.815 | Validation loss: 257.339 || Training accuracy: 4.7 % | Validation accuracy: 4.8 %
Epoch [211/5000]: Training loss: 772.627 | Validation loss: 257.763 || Training accuracy: 4.6 % | Validation accuracy: 5.0 %
Epoch [212/5000]: Training loss: 772.472 | Validation loss: 258.461 || Training accuracy: 4.6 % | Validation accuracy: 4.6 %
Epoch [213/5000]: Training loss: 771.898 | Validation loss: 257.943 || Training accuracy: 4.6 % | Validation accuracy: 4.8 %
Epoch [214/5000]: Training loss: 770.558 | Validation loss: 257.123 || Training accuracy: 4.8 % | Validation accuracy: 4.6 %
Epoch [215/5000]: Training loss: 771.734 | Validation loss: 259.438 || Training accuracy: 4.5 % | Validation accuracy: 5.1 %
Epoch [216/5000]: Training loss: 770.068 | Validation loss: 257.596 || Training accuracy: 4.9 % | Validation accuracy: 4.3 %
Epoch [217/5000]: Training loss: 770.156 | Validation loss: 257.764 || Training accuracy: 5.3 % | Validation accuracy: 4.0 %
Epoch [218/5000]: Training loss: 770.958 | Validation loss: 257.117 || Training accuracy: 4.8 % | Validation accuracy: 4.8 %
Epoch [219/5000]: Training loss: 769.178 | Validation loss: 259.002 || Training accuracy: 5.2 % | Validation accuracy: 3.8 %
Epoch [220/5000]: Training loss: 769.239 | Validation loss: 258.893 || Training accuracy: 5.0 % | Validation accuracy: 5.1 %
Epoch [221/5000]: Training loss: 768.013 | Validation loss: 258.588 || Training accuracy: 5.0 % | Validation accuracy: 5.1 %
